short_name,nationality_name,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_reflexes,goalkeeping_speed
Alminho Boas,Brazil,60,39,62,66,69,43,41,69,70,65,71,23,73,70,9,10,11,
Flávio Rebeilo,Brazil,79,44,61,71,68,70,35,57,69,74,74,54,72,69,9,9,11,
Tony Muttinho,Brazil,69,48,64,64,70,67,45,71,67,66,71,48,73,72,8,8,8,
Durval Dutría,Brazil,68,69,70,71,69,61,67,73,75,64,65,75,68,69,7,9,12,
Deiverson Kaio,Brazil,81,71,71,75,44,70,69,70,76,79,75,76,34,28,7,12,9,
Édundo Oliveira,Brazil,56,46,59,51,73,51,41,66,51,55,54,53,77,72,7,13,15,
Vanderleiton,Brazil,62,46,57,57,72,54,44,66,59,61,65,44,76,72,12,8,12,
Igor Madinha,Brazil,94,61,63,73,27,68,62,50,69,94,84,71,27,31,7,6,9,
Pietrson Mendes,Brazil,80,69,73,74,43,76,66,63,75,75,80,74,51,44,11,13,7,
Timo Triano,Brazil,48,46,67,64,74,56,45,67,59,52,51,54,77,73,14,11,15,
Calegarcinho,Brazil,66,70,62,65,25,28,76,77,69,64,57,70,17,20,10,9,6,
Pimentiscinho,Brazil,65,55,69,67,73,67,55,77,71,67,73,51,73,72,9,13,16,
Vieiraldo Junior,Brazil,68,45,62,67,73,76,30,62,70,67,60,74,77,70,7,13,8,
Kelivelson,Brazil,70,47,66,62,72,51,51,71,61,72,56,44,72,73,7,15,10,
Leordinho Paes,Brazil,69,64,73,73,43,71,67,69,76,68,73,55,54,42,11,15,7,
Alam Basteirinho,Brazil,62,65,72,73,36,68,66,69,73,61,66,54,47,44,11,10,14,
Fábio Melitinho,Brazil,46,73,75,75,24,73,72,75,73,40,76,74,33,31,13,10,13,
Dersan Dinis,Brazil,78,66,69,67,52,72,72,64,68,76,58,55,51,60,8,16,9,
Jacson Zonta,Brazil,73,61,72,74,32,74,61,61,71,77,72,57,21,22,8,14,12,
Hélton Celanova,Brazil,53,76,60,67,22,42,73,53,73,53,68,86,18,10,10,10,13,
Gérson Noalha,Brazil,76,76,58,75,31,53,75,56,76,66,76,86,25,22,14,16,16,
Jadson Vidigal,Brazil,77,76,57,64,23,51,74,52,61,78,69,81,12,12,8,8,9,
Vicemte Tófoli,Brazil,79,71,63,75,36,58,77,59,77,81,62,68,36,32,12,10,11,
Leandro Vivenço,Brazil,75,76,59,75,30,61,76,57,75,73,73,83,22,21,14,11,17,
João Bruinheira,Brazil,,,,,,9,9,14,20,35,33,58,8,7,71,63,75,33
Hugo Rubiães,Brazil,67,61,61,69,75,48,55,66,71,72,76,74,74,76,9,15,8,
M. Gaćinović,Serbia,75,60,70,78,63,69,51,72,77,78,87,67,64,65,8,11,14,
Gustavo Sauer,Brazil,68,69,70,76,55,73,67,64,77,69,75,73,65,56,8,9,12,
Lyanco,Brazil,65,36,52,58,72,35,33,59,62,63,56,51,76,72,9,7,8,
G. Pezzella,Italy,76,52,64,70,67,72,49,66,71,77,66,67,71,70,11,14,13,
E. Akbaba,Turkey,69,72,73,71,55,69,69,75,73,68,67,77,55,45,14,11,8,
J. Worrall,England,61,25,47,45,72,39,20,55,53,58,43,34,71,73,11,11,14,
E. Botka,Hungary,75,36,51,55,72,69,38,42,64,78,56,41,72,76,12,11,5,
F. Krovinović,Croatia,67,67,72,74,59,65,62,75,77,65,75,77,57,50,13,7,11,
J. Mišić,Croatia,65,68,73,73,63,62,64,75,75,64,67,74,65,51,7,13,5,
C. Ninga,Chad,89,71,63,69,27,69,67,56,69,88,66,79,25,23,6,11,9,
B. Pittón,Argentina,74,66,69,65,66,74,68,69,68,76,73,67,67,67,10,11,8,
I. Sissoko,France,50,55,65,66,71,45,45,74,73,47,45,73,73,69,11,5,11,
C. Bassogog,Cameroon,86,69,59,74,38,47,70,60,72,88,84,74,33,35,7,7,8,
E. Mor,Turkey,85,67,62,80,31,62,68,56,75,87,91,66,28,33,13,10,6,
M. Koné,Senegal,91,68,57,74,32,53,73,46,74,91,82,59,27,21,9,12,7,
Waldo,Spain,88,71,63,76,35,68,64,55,70,85,81,83,30,26,10,6,8,
R. Nelson,England,85,65,66,76,34,65,69,58,76,85,83,67,37,37,12,12,15,
Joan Sastre,Spain,77,36,56,67,69,69,36,37,70,75,60,34,72,71,10,13,9,
S. Banza,France,69,71,49,71,30,34,74,40,71,69,69,69,19,18,8,7,6,
Curro Sánchez,Spain,76,71,70,73,41,70,73,67,71,78,80,69,46,37,12,9,8,
Álvaro Tejero,Spain,78,60,66,71,65,71,54,64,70,76,83,70,66,68,13,7,7,
J. Horn,Germany,78,35,59,67,68,71,29,48,68,77,66,45,73,69,5,15,10,
S. Moore,United States,87,60,62,70,62,73,59,58,73,86,80,64,63,66,6,15,12,
Y. Niakaté,France,92,74,58,70,26,58,75,46,64,93,91,78,20,18,9,12,12,
J. Serra,Germany,61,72,52,61,37,46,74,35,70,49,47,80,38,33,8,8,6,
Maurício,Brazil,60,43,54,51,72,35,38,68,52,65,36,63,72,70,10,9,15,
S. Al Ghannam,Saudi Arabia,81,58,69,71,66,77,56,65,68,80,75,65,68,64,9,15,12,
G. Carabajal,Argentina,72,70,71,73,42,69,69,65,71,76,79,75,47,49,5,11,6,
D. Zabala,Uruguay,72,73,72,71,41,75,73,68,73,75,72,76,39,40,11,15,14,
S. Juklerød,Norway,83,68,68,70,62,72,65,62,70,75,72,75,67,65,6,9,11,
D. Doekhi,Netherlands,54,42,57,63,71,40,39,67,69,48,62,61,72,70,9,9,14,
C. Awaziem,Nigeria,68,39,45,61,73,30,36,54,63,64,63,53,73,71,12,5,13,
C. Tarragona,Argentina,83,71,53,70,43,39,73,49,67,82,81,76,39,35,9,15,9,
G. Shoji,Japan,81,41,53,57,71,40,29,70,57,78,65,67,72,69,9,7,12,
K. Misao,Japan,75,44,66,71,69,64,40,69,73,71,67,62,72,70,14,6,11,
Garrido,Spain,36,43,57,53,71,41,32,62,62,34,34,68,75,69,15,8,13,
K. Miyoshi,Japan,78,69,70,77,46,66,67,64,75,86,94,73,51,47,8,9,10,
M. Yamane,Japan,78,61,64,65,68,64,58,64,65,72,54,70,71,69,13,8,15,
C. Mepham,Wales,60,37,55,61,73,38,32,63,66,57,51,52,75,73,10,10,12,
S. Taniguchi,Japan,64,45,59,60,73,50,35,68,64,52,58,63,74,69,8,13,14,
Y. Suzuki,Japan,70,71,65,68,44,67,74,62,68,71,68,69,48,25,14,5,8,
R. Canouse,United States,66,51,61,65,69,39,46,71,68,65,68,59,70,69,15,6,13,
M. Villanueva,Venezuela,65,40,59,61,70,65,27,65,65,60,48,64,72,68,13,6,12,
B. Merlini,Argentina,83,65,68,75,41,70,67,63,67,86,92,62,43,47,12,10,11,
T. Tissoudali,Morocco,76,71,67,76,27,65,75,52,75,77,81,69,21,27,13,10,13,
Y. Méïté,Côte d'Ivoire,79,73,56,64,49,63,73,48,54,77,78,83,57,40,6,7,10,
F. Bjørkan,Norway,83,49,61,67,67,64,53,59,64,83,70,45,68,66,9,13,9,
C. Cuesta,Colombia,75,28,52,63,71,28,21,63,66,74,75,41,73,71,10,8,10,
A. D'Alberto,Belgium,81,36,60,67,67,70,28,54,68,75,72,48,70,73,7,7,14,
M. Lovera,Argentina,87,61,63,79,31,61,63,53,78,90,91,61,29,33,7,11,10,
Ricky Guerreda,Brazil,78,45,63,67,69,65,40,61,67,79,80,55,71,72,8,9,13,
Kainho Selva,Brazil,66,30,49,61,73,58,24,40,64,64,60,48,79,72,9,7,9,
Caio Milaçar,Brazil,66,68,69,76,31,59,72,60,75,68,75,60,32,30,10,11,13,
C. Cáceda,Peru,,,,,,10,8,21,17,33,31,50,12,11,71,69,73,30
Lucas Fernandes,Brazil,73,69,73,76,52,71,62,72,75,75,79,81,54,45,13,11,7,
L. Travis,England,69,59,65,69,69,59,58,68,70,72,61,69,72,73,12,6,12,
İ. Eğribayat,Turkey,,,,,,12,6,15,16,43,48,52,14,11,70,69,76,43
Lourency,Brazil,80,71,67,76,36,67,67,61,74,79,84,80,28,29,13,13,9,
J. Eggestein,Germany,70,71,67,74,37,66,74,68,76,76,76,72,24,20,14,10,15,
O. Etebo,Nigeria,77,65,68,75,71,61,59,70,76,79,84,80,73,72,10,12,15,
O. El Hajjam,Morocco,70,46,65,68,73,65,35,67,69,70,65,59,74,72,6,13,8,
J. Lefort,France,65,26,60,63,71,67,22,61,68,65,57,25,73,70,14,6,10,
Jota,Portugal,85,65,65,78,32,68,63,59,76,83,88,74,31,25,14,7,11,
B. Jatta,Gambia,86,70,64,70,38,70,71,54,67,84,69,77,43,35,6,11,9,
Luan Peres,Brazil,71,34,59,64,74,66,30,72,68,67,64,47,75,78,7,9,5,
K. Pedersen,Denmark,65,37,57,65,72,66,30,47,66,62,56,49,74,69,6,7,14,
M. Leitsch,Germany,87,37,55,63,73,59,29,60,68,84,59,56,75,72,12,14,12,
M. D'Arpino,France,66,60,71,71,67,69,51,69,71,69,83,68,70,71,12,5,6,
J. Maja,Nigeria,76,71,62,73,28,51,73,56,74,74,68,70,22,23,14,8,7,
Pedrinho,Portugal,80,71,72,73,55,72,60,71,72,79,79,83,60,56,15,10,12,
M. Bero,Slovakia,72,73,70,73,67,68,71,69,75,69,69,79,66,60,13,9,7,
M. Munetsi,Zimbabwe,63,48,65,65,70,50,41,71,70,67,56,68,73,71,13,10,11,
Y. Salmier,France,43,28,45,53,72,22,17,58,61,45,44,62,75,66,6,9,13,
G. Kvilitaia,Georgia,61,71,59,70,37,49,74,55,74,60,62,71,31,33,10,5,9,
F. Depaoli,Italy,74,53,70,72,69,76,50,71,74,75,69,62,72,73,8,10,13,
P. Burner,France,74,55,64,71,68,70,51,60,70,73,74,65,72,73,14,11,14,
Dani Cárdenas,Spain,,,,,,10,5,49,16,45,55,56,13,12,74,66,77,44
K. Duncan,United States,91,46,56,68,69,66,46,54,65,90,84,52,70,66,15,14,5,
S. Peña,Peru,66,68,76,73,54,80,64,76,74,67,67,76,49,44,5,12,6,
Marc Cardona,Spain,75,71,61,71,27,57,72,51,73,76,71,73,17,12,8,13,8,
Pedro Díaz,Spain,67,73,75,72,67,70,70,74,75,68,77,80,71,68,7,14,7,
Artur Jorge,Portugal,53,35,46,50,74,33,25,55,56,55,45,56,75,71,10,7,12,
L. Fomba,France,66,52,63,72,72,59,47,64,73,64,79,67,73,70,14,7,13,
F. Ballo-Touré,Senegal,85,51,67,70,66,71,49,65,71,86,69,56,70,68,14,14,8,
A. Tanaka,Japan,71,66,69,70,68,61,66,73,70,72,84,71,73,67,10,14,6,
M. Siopis,Greece,74,54,62,64,73,61,50,63,63,71,70,66,75,73,6,15,5,
S. Longstaff,England,57,65,70,69,64,60,61,73,74,61,56,73,66,58,6,8,12,
G. Berterame,Argentina,77,67,65,71,33,75,77,40,68,80,71,59,19,20,12,10,14,
P. Förster,Germany,69,65,70,71,59,66,64,68,74,62,65,74,60,52,8,8,6,
K. Zachariassen,Norway,77,67,68,71,67,62,69,70,73,76,73,69,68,63,10,14,12,
R. Petretta,Italy,80,36,65,70,67,72,27,69,73,83,77,57,72,69,10,13,14,
M. Andersen,Denmark,68,61,69,73,63,58,58,71,73,72,76,70,66,58,12,10,6,
K. Kuchaev,Russia,78,60,69,72,55,67,64,68,72,83,70,66,59,53,9,8,9,
C. O'Hare,England,81,58,68,76,66,60,61,66,72,84,83,54,69,61,11,7,15,
F. Coman,Romania,83,69,68,72,43,68,69,65,72,82,80,74,43,37,15,13,12,
E. Owusu,France,68,53,64,71,69,55,44,68,73,67,68,66,70,70,12,10,9,
Fernando Fonseca,Portugal,73,41,61,68,68,66,35,54,68,72,61,55,72,70,5,7,14,
J. Balkovec,Slovenia,72,51,64,64,70,72,37,61,67,79,62,74,74,72,14,10,11,
M. Blažič,Slovenia,61,34,54,45,74,28,30,69,55,57,58,48,76,71,6,11,11,
P. Wiesinger,Austria,71,54,58,61,73,56,45,62,65,70,57,68,74,72,12,12,9,
D. Srbeny,Germany,65,69,58,69,33,49,73,48,73,67,65,74,28,26,15,9,10,
L. Koutris,Greece,74,60,64,71,67,76,57,61,71,83,84,67,65,68,12,10,8,
A. Mayorga,Mexico,81,55,62,72,67,68,47,64,70,82,82,70,66,61,8,6,10,
N. Cozza,France,77,37,61,66,73,59,31,63,68,78,61,47,74,71,6,10,13,
Carlitos,Spain,79,73,68,75,27,63,74,63,72,81,82,71,13,19,5,12,10,
V. Barkas,Greece,,,,,,14,10,29,20,35,45,54,12,13,71,72,73,35
S. Dieng,Senegal,,,,,,7,9,47,20,39,34,53,9,14,70,68,75,40
Z. Flemming,Netherlands,72,73,67,71,56,56,74,68,75,69,67,76,59,50,13,7,9,
A. Gravillon,France,62,42,48,55,72,41,36,51,61,59,55,59,73,72,11,14,6,
M. de los Santos,Uruguay,56,53,59,61,70,45,42,58,64,55,53,72,72,66,13,7,7,
Tete Morente,Spain,81,72,69,72,43,71,73,67,73,83,80,75,35,28,13,9,10,
S. Lobjanidze,Georgia,88,66,67,76,25,65,65,61,74,88,86,70,22,23,12,6,13,
K. Galanopoulos,Greece,76,71,70,71,71,65,71,72,74,77,72,75,74,74,6,12,7,
Bebeto,Brazil,72,45,62,70,69,70,41,55,68,72,79,58,70,71,5,11,12,
Pêpê,Portugal,59,64,70,72,66,59,57,80,75,64,62,73,65,61,13,12,9,
A. Olsen,Denmark,81,70,67,75,35,68,68,63,76,80,70,74,34,24,13,8,11,
L. Štetina,Slovakia,67,38,52,62,71,30,21,68,65,66,64,82,73,73,6,12,15,
L. Štulac,Slovenia,70,61,68,67,69,60,52,70,73,69,74,70,72,69,13,5,15,
T. Augello,Italy,76,39,64,69,67,78,31,59,70,73,75,48,68,67,10,15,11,
E. Rexhbeçaj,Kosovo,59,63,70,73,64,68,59,74,74,63,70,76,67,64,14,11,14,
M. Safonov,Russia,,,,,,13,7,26,18,19,33,55,13,14,74,74,76,20
A. Paschalakis,Greece,,,,,,12,12,25,11,53,50,49,15,14,79,62,79,51
D. Ljubicic,Austria,68,61,67,68,70,64,62,71,70,66,71,65,72,70,11,14,8,
J. García,Argentina,76,72,49,66,37,38,74,47,67,75,68,76,32,27,11,9,6,
M. Payero,Argentina,70,59,74,73,61,67,53,73,75,70,71,69,62,60,6,6,7,
L. Heredia,Argentina,66,70,68,73,35,68,72,65,75,65,66,74,31,36,11,8,8,
F. Garcés,Argentina,60,37,52,55,73,38,31,53,56,59,61,55,73,71,7,6,13,
A. Al Amri,Saudi Arabia,71,28,47,45,69,33,20,62,48,65,55,45,69,69,11,8,12,
J. Intriago,Ecuador,72,46,69,72,67,67,30,70,73,72,72,65,68,67,5,12,9,
C. Garcés,Ecuador,65,73,51,63,32,40,77,47,65,63,64,72,25,23,13,10,11,
A. Bareiro,Paraguay,82,56,66,70,33,63,66,67,66,84,80,47,39,35,14,13,9,
J. Wind,Denmark,71,70,67,72,35,56,70,65,74,68,63,73,29,22,7,10,9,
T. Belmonte,Argentina,68,65,66,73,70,59,67,70,75,67,68,69,73,67,6,12,12,
M. Sagnan,France,64,32,56,56,73,48,28,70,67,61,51,40,76,69,10,6,9,
S. Bguir,Tunisia,70,68,70,74,33,68,69,68,74,71,76,67,34,37,10,10,6,
A. Cruz,Mexico,76,37,65,68,69,67,34,65,67,74,74,40,70,71,12,8,14,
Tiago Sá,Portugal,,,,,,13,9,29,25,45,55,50,14,14,72,71,73,44
E. Bello,Venezuela,84,64,68,74,37,67,64,64,74,85,85,65,37,43,7,7,7,
Douglas,Brazil,70,74,49,69,28,41,73,31,73,67,55,78,17,15,12,6,12,
L. Cacace,New Zealand,82,62,65,69,66,62,61,64,68,80,65,67,67,65,12,11,12,
C. Rotondi,Argentina,79,66,64,74,54,65,65,53,73,78,86,66,61,58,14,9,15,
K. Thorstvedt,Norway,65,71,69,71,65,58,70,72,74,62,65,78,67,57,13,8,12,
E. Aguilar,Costa Rica,63,64,77,72,46,73,63,78,74,66,69,68,40,37,7,11,11,
Y. Sugawara,Japan,78,47,65,70,64,70,40,63,69,79,79,62,68,66,8,12,12,
Klauss,Brazil,65,72,63,66,35,58,72,62,70,62,58,78,26,22,11,5,13,
V. Pule,South Africa,82,76,62,73,41,67,78,48,71,83,72,83,45,34,11,6,14,
G. Zarfino,Uruguay,53,66,61,65,69,45,65,68,70,55,53,74,71,68,7,13,11,
K. Schlotterbeck,Germany,66,26,51,54,74,25,23,59,57,53,54,33,78,70,13,14,8,
A. Fein,Germany,50,57,68,72,67,57,56,74,75,49,69,60,72,68,10,8,6,
V. Shepelev,Ukraine,64,63,62,70,66,34,66,73,74,69,67,60,67,70,13,9,13,
T. Borevković,Croatia,45,30,47,46,73,31,26,56,53,38,31,40,74,73,15,14,10,
J. Cajuste,Sweden,77,58,68,75,68,58,57,71,76,73,79,66,70,65,6,12,7,
B. Samudio,Paraguay,76,69,63,74,38,59,72,58,75,74,73,72,30,24,6,11,9,
S. Ferreira,Paraguay,71,73,57,73,29,41,77,52,70,72,79,76,27,25,5,10,8,
M. Ruiz,Mexico,68,64,72,72,56,64,63,75,75,70,66,67,62,45,14,14,7,
O. Kiteishvili,Georgia,72,67,69,74,67,64,66,71,73,75,74,71,67,62,11,13,13,
J. González,Paraguay,79,43,58,57,70,61,39,55,57,78,65,55,69,70,15,6,6,
G. Galoppo,Argentina,68,70,69,69,61,53,68,74,71,70,72,75,65,60,10,11,6,
M. Sadílek,Czech Republic,72,60,68,70,69,63,55,67,72,75,75,65,69,68,7,15,15,
Javi Sánchez,Spain,62,33,51,48,72,32,28,58,65,56,36,39,74,69,11,15,13,
L. Barreiro Martins,Luxembourg,67,56,66,77,69,54,58,70,77,76,86,57,72,67,14,9,6,
E. Destanoğlu,Turkey,,,,,,14,9,15,17,34,23,49,13,12,72,74,73,32
Víctor Gómez,Spain,75,50,70,69,66,78,40,65,74,76,75,65,67,66,11,9,6,
B. Gilmour,Scotland,67,54,70,73,68,60,53,74,74,71,76,49,73,64,9,7,12,
I. Aliseda,Argentina,87,62,62,77,39,60,63,57,72,89,85,68,41,45,11,9,11,
T. Wiesner,Czech Republic,80,61,66,73,66,73,64,61,70,80,81,67,69,66,12,9,7,
Óscar Gil,Spain,79,46,63,68,66,68,40,65,68,81,76,55,67,67,14,14,11,
A. Urzi,Argentina,85,63,64,74,36,74,59,53,72,85,77,68,31,32,9,9,14,
Fran García,Spain,90,49,63,70,65,70,42,60,70,89,77,63,69,68,9,6,11,
Fidalgo,Spain,79,65,70,74,50,65,67,65,75,77,81,62,51,47,10,9,9,
L. Traoré,Burkina Faso,77,70,57,69,29,47,73,43,70,75,68,76,22,25,9,12,10,
A. Bamba,France,82,64,68,74,42,66,63,70,72,83,72,68,43,52,14,7,11,
Gerson Rodrigues,Luxembourg,86,69,64,67,44,67,68,58,64,88,60,73,46,31,14,6,9,
Tuta,Brazil,69,41,60,67,72,60,32,70,68,68,66,59,74,71,7,11,12,
Edgar,Spain,60,49,60,62,72,49,50,66,64,59,55,54,74,70,7,14,8,
Jaime Seoane,Spain,69,66,73,73,66,67,68,73,73,71,71,64,70,59,10,11,15,
J. Dina Ebimbe,France,83,61,68,75,66,58,59,70,77,84,77,71,69,56,6,11,5,
B. Cabango,Wales,65,28,42,48,72,31,24,39,57,63,45,36,74,72,8,11,9,
A. Trubin,Ukraine,,,,,,11,9,32,29,35,36,50,11,11,66,72,77,36
J. Graterol,Venezuela,,,,,,12,9,26,18,30,34,51,12,14,72,70,75,24
F. Torrent,Argentina,85,51,62,70,64,74,40,59,69,83,83,67,70,66,7,13,8,
J. Soraire,Argentina,75,61,72,76,62,67,55,71,77,78,82,75,69,59,12,9,9,
J. Allevinah,Gabon,86,69,63,74,28,72,70,48,73,88,77,74,27,26,13,15,8,
M. Meyerhöfer,Germany,70,40,61,70,67,71,38,50,71,78,77,47,69,68,8,9,6,
S. Nurković,Serbia,63,76,57,66,26,46,82,38,68,62,61,72,21,18,14,14,15,
Gregore,Brazil,76,55,64,68,72,56,45,64,67,75,68,73,75,71,7,9,15,
Mateus Pasinato,Brazil,,,,,,14,6,21,18,28,21,54,14,11,71,72,69,23
Ž. Živković,Serbia,,,,,,10,8,27,19,30,55,50,11,10,72,67,74,29
Douglas Augusto,Brazil,72,66,67,72,68,57,58,72,75,73,70,78,70,72,8,10,14,
Luquinha,Brazil,76,59,74,76,34,79,55,75,74,79,91,67,37,32,6,8,6,
Romário Baró,Portugal,76,67,69,73,46,67,65,71,74,75,75,72,53,56,7,9,9,
M. Brizuela,Argentina,61,37,56,55,70,60,32,50,58,60,55,57,72,73,13,14,9,
Antonio Sánchez,Spain,76,68,69,75,55,54,63,71,72,77,82,80,57,55,15,13,10,
L. Morales,Argentina,,,,,,19,17,31,28,51,47,52,23,23,71,70,73,52
M. Ndayishimiye,Belgium,81,63,70,76,29,72,62,60,75,84,88,65,25,27,14,9,12,
E. Dasa,Israel,79,54,65,69,66,68,47,62,68,78,73,66,70,65,13,12,7,
G. Rodríguez,Uruguay,77,65,64,75,43,74,70,52,76,79,69,62,38,30,14,8,9,
M. Ugarte,Uruguay,68,59,63,71,69,46,61,72,74,67,66,54,75,73,6,10,13,
R. Schunke,Argentina,59,34,52,55,70,41,31,59,73,58,57,43,70,65,15,11,14,
L. Takács,Czech Republic,59,56,58,60,72,41,54,66,65,57,51,72,73,70,8,14,13,
F. Waller,Uruguay,76,68,71,72,64,72,66,72,72,77,79,77,65,60,7,7,8,
M. Bard,France,78,48,63,73,67,72,41,55,71,74,76,63,72,69,12,12,14,
Marcos Paulo,Portugal,71,67,70,71,43,72,71,70,72,72,70,69,41,41,6,11,6,
B. Šutalo,Croatia,64,31,51,55,75,58,25,57,55,65,77,41,75,68,13,14,5,
K. Sulemana,Ghana,93,66,60,76,28,57,70,48,73,92,89,64,25,25,6,13,14,
F. Torres,Uruguay,83,67,69,73,36,70,65,65,71,82,80,72,34,30,8,9,8,
F. Farías,Argentina,82,71,66,76,35,66,72,66,74,89,88,73,35,29,6,13,13,
Gonçalo Ramos,Portugal,81,70,63,71,33,60,73,62,70,83,79,70,31,17,15,9,15,
Fábio Vieira,Portugal,74,69,73,72,36,70,68,74,74,74,75,72,39,30,9,5,6,
K. de la Fuente,United States,83,64,68,73,19,74,67,57,73,85,77,64,22,17,11,9,14,
S. Diomande,Côte d'Ivoire,63,46,60,60,71,49,39,62,64,58,51,68,70,65,13,7,8,
J. Juranović,Croatia,83,56,67,70,66,70,55,67,70,82,82,60,69,66,12,9,11,
O. Lingr,Czech Republic,80,69,69,74,43,67,69,67,71,80,82,72,43,42,14,5,12,
O. Tymchyk,Ukraine,87,24,53,57,69,67,22,44,62,84,72,22,66,65,7,13,11,
Bruno Fuchs,Brazil,70,56,64,67,73,55,53,74,68,66,62,67,73,69,11,9,8,
I. Pandur,Croatia,,,,,,14,6,28,16,37,37,47,10,14,71,69,77,39
Zarraga,Spain,78,66,69,75,59,60,70,73,75,81,78,58,71,45,12,8,15,
I. Ilić,Serbia,69,64,72,74,62,64,58,74,76,71,69,74,67,63,10,10,14,
I. Zabarnyi,Ukraine,66,36,54,52,74,56,33,57,59,63,66,45,74,72,14,11,13,
A. Ismajli,Albania,72,28,49,61,74,28,22,63,59,70,67,48,75,73,9,14,13,
M. Lovato,Italy,68,30,51,58,74,40,24,54,62,65,56,40,76,73,12,10,13,
E. Green,England,,,,,,14,6,17,17,28,38,51,13,11,73,70,74,26
T. Kacharaba,Ukraine,72,34,47,56,71,27,39,58,62,69,51,35,74,73,7,11,5,
D. Fomin,Russia,67,65,71,69,68,63,64,75,72,65,51,73,73,65,9,10,14,
M. Vušković,Croatia,65,29,40,46,72,25,25,38,63,62,48,41,74,72,12,5,6,
D. Greif,Slovakia,,,,,,14,9,17,17,15,21,58,11,11,70,73,70,18
Yuri,Brazil,66,73,60,69,36,62,75,48,69,64,67,70,22,19,9,10,6,
N. Penneteau,France,,,,,,11,9,23,29,26,38,50,11,11,68,74,63,26
R. Santa Cruz,Paraguay,33,73,61,63,36,58,76,42,75,31,30,76,25,31,13,6,8,
Riesgo,Spain,,,,,,25,13,33,15,52,50,51,12,12,71,72,71,52
M. Topal,Turkey,48,64,63,65,72,51,58,68,67,47,60,79,74,70,15,10,11,
S. Brown,Scotland,35,60,60,68,70,53,56,64,71,37,71,74,72,70,7,7,14,
Angulo,Spain,75,71,61,69,37,57,75,54,69,74,76,68,29,20,12,8,8,
B. Džemaili,Switzerland,49,69,72,69,70,71,65,69,69,47,67,78,71,69,13,7,14,
A. Alcáraz,Paraguay,35,43,48,61,70,47,38,20,63,39,50,54,74,73,8,11,11,
L. Ponzio,Argentina,47,58,69,65,72,66,47,72,67,52,66,72,72,73,16,9,12,
M. Barovero,Argentina,,,,,,14,13,23,12,34,31,47,16,14,70,67,72,34
J. Bottinelli,Argentina,36,38,60,60,69,55,35,66,61,33,48,52,66,64,7,11,14,
J. Dátolo,Argentina,52,73,73,71,47,63,70,71,74,52,66,78,43,40,10,8,13,
F. Belluschi,Argentina,52,72,74,74,63,75,65,71,79,53,67,82,61,59,11,9,7,
L. Pocrnjic,Argentina,,,,,,14,12,19,13,26,38,48,10,10,71,68,70,27
A. Turan,Turkey,46,71,75,76,64,72,68,75,79,52,71,75,63,55,11,7,11,
Luíz Carlos,Brazil,55,67,68,68,69,59,69,71,69,55,69,69,70,68,8,8,16,
Lee Chung Yong,Korea Republic,70,61,69,76,53,66,60,64,74,72,83,61,53,41,6,7,7,
Juanma,Spain,63,50,58,46,70,66,35,65,42,61,57,74,69,70,7,11,9,
P. Tschauner,Germany,,,,,,7,9,25,22,38,36,50,12,15,71,69,71,41
Rolando,Portugal,32,37,56,52,72,44,20,65,62,32,34,62,73,71,14,8,15,
P. Bardsley,Scotland,43,58,65,67,74,70,47,67,71,55,55,80,75,76,11,8,8,
B. Wright-Phillips,England,62,71,57,68,43,45,75,52,69,64,67,75,29,25,12,13,6,
J. Dahlin,Sweden,,,,,,9,10,32,24,41,38,50,11,10,66,72,67,38
I. Khune,South Africa,,,,,,20,16,40,32,35,59,68,16,15,71,69,75,35
G. Paletta,Italy,34,33,40,48,73,30,16,54,50,34,30,60,74,68,10,6,14,
F. Higuaín,Argentina,44,70,74,70,42,71,68,72,74,48,53,72,39,40,7,16,15,
M. Suttner,Austria,62,59,72,70,68,79,48,68,71,63,70,75,68,71,10,13,15,
R. M'Bolhi,Algeria,,,,,,13,10,46,16,57,66,55,13,10,71,67,75,51
P. Aguilar,Mexico,70,63,66,66,66,71,59,68,68,67,65,70,65,67,7,10,8,
J. Moulin,France,,,,,,15,14,35,23,51,48,49,13,14,72,70,73,51
N. Moisander,Finland,46,49,68,67,72,54,39,74,67,40,64,67,70,66,11,9,7,
A. Barillà,Italy,78,66,70,73,66,69,60,70,75,75,83,77,70,70,13,12,8,
D. McCarty,United States,44,54,67,67,68,59,46,66,69,55,65,68,67,68,15,6,11,
J. Altidore,United States,66,73,60,65,32,46,73,50,66,64,61,78,34,17,16,9,12,
M. Torrén,Argentina,67,45,58,57,72,48,39,69,55,66,65,54,73,70,13,15,11,
M. Lustig,Sweden,55,54,66,61,73,68,48,67,65,56,53,65,72,71,12,7,10,
